eventID,basisOfRecord,occurrenceID,individualCount,identificationVerificationStatus,scientificName,kingdom,vernacularName
VIS_854,HumanObservation,VIS_854,10,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_855,HumanObservation,VIS_855,123,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_857,HumanObservation,VIS_857,18,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_858,HumanObservation,VIS_858,54,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_860,HumanObservation,VIS_860,2,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_861,HumanObservation,VIS_861,80,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_863,HumanObservation,VIS_863,3,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_865,HumanObservation,VIS_865,7,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_867,HumanObservation,VIS_867,25,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_869,HumanObservation,VIS_869,24,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_870,HumanObservation,VIS_870,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_871,HumanObservation,VIS_871,214,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_872,HumanObservation,VIS_872,243,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_873,HumanObservation,VIS_873,11,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_874,HumanObservation,VIS_874,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_875,HumanObservation,VIS_875,2,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_877,HumanObservation,VIS_877,56,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_878,HumanObservation,VIS_878,3,verified by experts,Perca fluviatilis,Animalia,baars
VIS_879,HumanObservation,VIS_879,2,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_880,HumanObservation,VIS_880,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_882,HumanObservation,VIS_882,5,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_883,HumanObservation,VIS_883,10,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_892,HumanObservation,VIS_892,23,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_893,HumanObservation,VIS_893,107,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_894,HumanObservation,VIS_894,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_896,HumanObservation,VIS_896,37,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_897,HumanObservation,VIS_897,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_898,HumanObservation,VIS_898,1,verified by experts,Scardinius erythrophthalmus,Animalia,rietvoorn
VIS_899,HumanObservation,VIS_899,140,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_901,HumanObservation,VIS_901,34,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_902,HumanObservation,VIS_902,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_905,HumanObservation,VIS_905,1,verified by experts,Neogobius melanostomus,Animalia,zwartbekgrondel
VIS_906,HumanObservation,VIS_906,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_908,HumanObservation,VIS_908,3,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_909,HumanObservation,VIS_909,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_912,HumanObservation,VIS_912,9,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_914,HumanObservation,VIS_914,11,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_915,HumanObservation,VIS_915,86,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_917,HumanObservation,VIS_917,22,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_920,HumanObservation,VIS_920,7,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_923,HumanObservation,VIS_923,81,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_926,HumanObservation,VIS_926,5,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_927,HumanObservation,VIS_927,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_928,HumanObservation,VIS_928,126,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_930,HumanObservation,VIS_930,10,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_931,HumanObservation,VIS_931,19,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_932,HumanObservation,VIS_932,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_934,HumanObservation,VIS_934,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_935,HumanObservation,VIS_935,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_936,HumanObservation,VIS_936,2,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_939,HumanObservation,VIS_939,11,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_942,HumanObservation,VIS_942,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_943,HumanObservation,VIS_943,41,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_944,HumanObservation,VIS_944,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_945,HumanObservation,VIS_945,2,verified by experts,Carassius auratus auratus,Animalia,goudvis
VIS_946,HumanObservation,VIS_946,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_949,HumanObservation,VIS_949,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_950,HumanObservation,VIS_950,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_951,HumanObservation,VIS_951,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_952,HumanObservation,VIS_952,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_953,HumanObservation,VIS_953,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_954,HumanObservation,VIS_954,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_955,HumanObservation,VIS_955,1,verified by experts,Carassius auratus gibelio,Animalia,giebel
VIS_956,HumanObservation,VIS_956,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_971,HumanObservation,VIS_971,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_972,HumanObservation,VIS_972,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_973,HumanObservation,VIS_973,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_974,HumanObservation,VIS_974,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_975,HumanObservation,VIS_975,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_976,HumanObservation,VIS_976,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_977,HumanObservation,VIS_977,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_978,HumanObservation,VIS_978,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_979,HumanObservation,VIS_979,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_980,HumanObservation,VIS_980,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_981,HumanObservation,VIS_981,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_982,HumanObservation,VIS_982,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_983,HumanObservation,VIS_983,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_984,HumanObservation,VIS_984,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_985,HumanObservation,VIS_985,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_986,HumanObservation,VIS_986,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_987,HumanObservation,VIS_987,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_988,HumanObservation,VIS_988,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_989,HumanObservation,VIS_989,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_990,HumanObservation,VIS_990,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_991,HumanObservation,VIS_991,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_992,HumanObservation,VIS_992,21,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_993,HumanObservation,VIS_993,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_994,HumanObservation,VIS_994,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_996,HumanObservation,VIS_996,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_998,HumanObservation,VIS_998,5,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_999,HumanObservation,VIS_999,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1000,HumanObservation,VIS_1000,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1001,HumanObservation,VIS_1001,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1002,HumanObservation,VIS_1002,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1003,HumanObservation,VIS_1003,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1004,HumanObservation,VIS_1004,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1005,HumanObservation,VIS_1005,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1006,HumanObservation,VIS_1006,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1007,HumanObservation,VIS_1007,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1008,HumanObservation,VIS_1008,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1009,HumanObservation,VIS_1009,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1010,HumanObservation,VIS_1010,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1011,HumanObservation,VIS_1011,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1012,HumanObservation,VIS_1012,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1013,HumanObservation,VIS_1013,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1014,HumanObservation,VIS_1014,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1015,HumanObservation,VIS_1015,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1016,HumanObservation,VIS_1016,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1017,HumanObservation,VIS_1017,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1018,HumanObservation,VIS_1018,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1019,HumanObservation,VIS_1019,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1020,HumanObservation,VIS_1020,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1021,HumanObservation,VIS_1021,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1022,HumanObservation,VIS_1022,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1023,HumanObservation,VIS_1023,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1024,HumanObservation,VIS_1024,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1025,HumanObservation,VIS_1025,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1026,HumanObservation,VIS_1026,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1027,HumanObservation,VIS_1027,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1028,HumanObservation,VIS_1028,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1029,HumanObservation,VIS_1029,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1030,HumanObservation,VIS_1030,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1031,HumanObservation,VIS_1031,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1032,HumanObservation,VIS_1032,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1033,HumanObservation,VIS_1033,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1034,HumanObservation,VIS_1034,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1035,HumanObservation,VIS_1035,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1036,HumanObservation,VIS_1036,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1037,HumanObservation,VIS_1037,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1038,HumanObservation,VIS_1038,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1039,HumanObservation,VIS_1039,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1040,HumanObservation,VIS_1040,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1044,HumanObservation,VIS_1044,20,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1045,HumanObservation,VIS_1045,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_1046,HumanObservation,VIS_1046,1,verified by experts,Perca fluviatilis,Animalia,baars
VIS_1055,HumanObservation,VIS_1055,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1057,HumanObservation,VIS_1057,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1058,HumanObservation,VIS_1058,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1059,HumanObservation,VIS_1059,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1060,HumanObservation,VIS_1060,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1062,HumanObservation,VIS_1062,1,verified by experts,Rutilus rutilus,Animalia,blankvoorn
VIS_1063,HumanObservation,VIS_1063,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1064,HumanObservation,VIS_1064,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1065,HumanObservation,VIS_1065,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1066,HumanObservation,VIS_1066,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1067,HumanObservation,VIS_1067,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1068,HumanObservation,VIS_1068,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1069,HumanObservation,VIS_1069,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1070,HumanObservation,VIS_1070,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1071,HumanObservation,VIS_1071,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1072,HumanObservation,VIS_1072,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1073,HumanObservation,VIS_1073,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1080,HumanObservation,VIS_1080,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1081,HumanObservation,VIS_1081,2,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1083,HumanObservation,VIS_1083,4,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1084,HumanObservation,VIS_1084,1,verified by experts,Esox lucius,Animalia,snoek
VIS_1085,HumanObservation,VIS_1085,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1086,HumanObservation,VIS_1086,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1087,HumanObservation,VIS_1087,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1088,HumanObservation,VIS_1088,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1089,HumanObservation,VIS_1089,1,verified by experts,Cyprinus carpio,Animalia,karper
VIS_1090,HumanObservation,VIS_1090,5,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1091,HumanObservation,VIS_1091,15,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1092,HumanObservation,VIS_1092,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_1093,HumanObservation,VIS_1093,1,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_1094,HumanObservation,VIS_1094,1,verified by experts,Esox lucius,Animalia,snoek
VIS_1095,HumanObservation,VIS_1095,32,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1096,HumanObservation,VIS_1096,15,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_1097,HumanObservation,VIS_1097,3,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1098,HumanObservation,VIS_1098,1,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1099,HumanObservation,VIS_1099,20,verified by experts,Pseudorasbora parva,Animalia,blauwbandgrondel
VIS_1114,HumanObservation,VIS_1114,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1115,HumanObservation,VIS_1115,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1116,HumanObservation,VIS_1116,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1117,HumanObservation,VIS_1117,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1118,HumanObservation,VIS_1118,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1119,HumanObservation,VIS_1119,40,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
VIS_1120,HumanObservation,VIS_1120,2,verified by experts,Pungitius pungitius,Animalia,tiendoornige stekelbaars
VIS_1122,HumanObservation,VIS_1122,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1123,HumanObservation,VIS_1123,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1124,HumanObservation,VIS_1124,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1125,HumanObservation,VIS_1125,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1126,HumanObservation,VIS_1126,1,verified by experts,Gobio gobio,Animalia,riviergrondel
VIS_1127,HumanObservation,VIS_1127,1,verified by experts,Gasterosteus aculeatus,Animalia,driedoornige stekelbaars
